githubId,githubUsername,commits
3826696,bobby3605,1
3845213,MrFreezeex,9
3850197,sarunint,1
3856390,mschwaig,109
3861339,Tebro,2
3866127,rodarima,2
3874017,jappeace,4
3880346,ConnorBaker,222
3889405,vyp,1
3889585,TerrorJack,9
3889952,ooesili,1
3893293,sudoforge,9
3893828,winny-,1
3903788,ramirez7,1
3904886,aloop,1
3908945,jjtt,4
3911651,aurecchia,1
3913977,Mrmaxmeier,16
3914641,jsz4n,2
3915595,fairct,3
3930119,holzingk,1
3935032,CedricFinance,3
3935691,mucaho,1
3941583,jpalharini,1
3945538,Krutonium,1
3948275,illustris,152
3953239,maisem,1
3958212,scalavision,6
3962174,EtienneBruines,6
3962409,SebRut,3
3964494,livnev,2
3967312,jocelynthode,18
3984794,cigrainger,4
3987560,2xsaiko,55
3996019,savyajha,55
4003429,nta,2
4008299,aftix,10
4009450,mrgiles,7
4022138,0xd3e,1
4025991,vale981,6
4027243,LennyPenny,3
4029937,Steinhagen,86
4030336,lpchaim,4
4033651,ProofOfKeags,5
4035835,iwanb,12
4037377,DanNixon,20
4044033,tsowell,3
4056630,pks-t,42
4065244,nbdd0121,31
4072364,erplsf,2
4077106,Ferdi265,12
4079184,TGRCdev,1
4098453,tadeokondrak,3
4102525,Coloquinte,1
4107291,svniemeijer,1
4109762,tollb,9
4110173,snoord,5
4113027,yesbox,3
4123047,ilyagr,2
4140247,luzpaz,1
4141584,maxux,1
4146758,bohushvitali,2
4148534,SrTobi,1
4152680,mourogurt,1
4158274,leenaars,2
4162215,croissong,6
4163632,ryoku-cha,1
4167946,EBADBEEF,2
4183876,tcmal,16
4183969,Aegyo,1
4195919,jacereda,4
4196789,remexre,16
4201956,pongo1231,14
4207017,modulitos,1
4218822,djds,16
4228250,JanLikar,5
4238928,liberodark,165
4243401,racciari,1
4246921,cideM,18
4259949,david-r-cox,5
4262067,HenkKalkwater,1
4268373,0xfalafel,1
4282439,phryneas,9
4282778,otti0815,3
4294434,TethysSvensson,4
4300747,JoshuaFern,7
4303099,danielmain,1
4303706,plabadens,3
4304602,ohlus,1
4313010,thornycrackers,23
4313548,bengsparks,123
4322055,tilpner,12
4323933,ncfavier,907
4325700,kjeremy,53
4335298,mannp,1
4340859,stianlagstad,1
4346137,SquidDev,1
4366274,wernerb,1
4368690,NikolaMandic,2
4378377,mdevlamynck,7
4380777,bmwalters,4
4392850,rsynnest,4
4397637,charlesbaynham,2
4401220,illegalprime,1
4405107,ovlach,3
4411912,tesujimath,3
4413336,Continous,3
4423262,vs49688,121
4436129,multivac61,6
4450716,kohrar,2
4472301,danielunderwood,3
4483093,hadriencaron,2
4483423,ryanrasti,1
4490283,diadatp,3
4495750,Gaelan,4
4500779,brrrocking,1
4501517,Korriee,1
4519234,davegallant,11
4521138,arximboldi,3
4522995,sielicki,21
4526429,chisui,4
4530687,dansbandit,17
4532398,gregod,5
4532582,Naxdy,31
4555064,guylamar2006,97
4556652,classic-ally,1
4566591,caperren,2
4572429,jakecleary,3
4576666,elizagamedev,9
4579165,PyroLagus,3
4580065,jcarrag,4
4580157,pathob,8
4586410,raindev,3
4587373,mitchmindtree,17
4599384,jdbaldry,3
4604331,debugloop,2
4605303,ithinuel,1
4611077,jraygauthier,21
4622652,pjrm,1
4632247,dtzitzon,1
4633229,robert-elles,5
4647221,GRBurst,13
4652857,hetraeus,1
4656860,gravndal,17
4659562,steinybot,4
4662691,mzabani,2
4672967,steinuil,3
4679721,arcz,35
4701080,mutantmell,1
4701504,jrobinson-uk,2
4708337,themaxhero,6
4717906,aither64,11
4728062,cor,5
4728903,olynch,2
4730485,BrittonR,1
4730983,zhenyavinogradov,3
4731128,DerickEddington,3
4732807,atemp,36
4732885,aij,11
4732998,Jake-Gillberg,4
4753752,guttermonk,2
4754114,kili-ilo,1
4761135,ThinkChaos,19
4763746,brhoades,3
4771588,Red-Teapot,1
4772216,craigfurman,3
4779365,VuiMuich,27
4793477,Luabee,2
4795900,iteratee,1
4802686,oxgen1,1
4805746,seppeljordan,13
4833621,opl-,2
4834804,flohessling,1
4839878,polyfloyd,9
4850908,Mephistophiles,6
4884946,ahoneybun,46
4905319,Hayajiro,1
4908217,paholg,1
4919881,widlarizer,2
4923335,aqrln,25
4927883,seirl,19
4929861,mfrw,177
4939947,eigengrau,23
4940383,baronleonardo,5
4951333,imlonghao,10
4951663,devusb,146
4952044,ludat,4
4953069,DrSensor,2
4956158,dermetfan,15
4956416,ekarayel,1
4957015,d4rkstar,3
4958190,rushmorem,2
4958541,Istvan91,1
4959802,blogle,1
4961280,alaviss,5
4969294,LouisDK1,5
4971975,dasJ,540
4977063,ChlorideCull,6
4983935,Sciencentistguy,17
4991612,deftdawg,9
4992400,ThyMYthOS,3
4998544,hur,1
5000261,wladmis,2
5007494,juliusrickert,8
5007613,nasyxx,1
5011912,cdunster,1
5019902,tani,1
5023871,itz-Jana,3
5024958,zeratax,1
5026551,foltik,1
5038129,inv3rse,1
5040694,feijoas,2
5041481,PierreBeucher,2
5046562,MattSturgeon,87
5047052,nwhirschfeld,2
5047140,multun,2
5049120,rockofox,6
5049892,Brawl345,4
5053729,Algram,3
5064947,laaksonel,1
5075747,CodedNil,1
5079957,emmertex,1
5091497,dweee,1
5097668,wfranzini,3
5100238,praduca,3
5100646,kfiz,10
5104601,schnusch,69
5106594,phozzy,3
5106867,JinxCappa,1
5111464,tyxieblub,3
5120487,mgttlinger,19
5120679,bast,1
5121426,xzfc,28
5124422,jurraca,5
5134584,andrewhamon,5
5139265,laMudri,2
5147021,movefasta,1
5149377,AmineChikhaoui,6
5155100,utkarshgupta137,8
5155857,henkkuli,1
5158472,johnPertoft,1
5160954,mirkolenz,7
5168912,ToyVo,1
5185341,willcohen,146
5188977,kenranunderscore,19
5190539,hadilq,32
5193600,AtkinsChang,3
5198058,fernsehmuell,6
5204368,a3f,2
5209395,MartinLoeper,5
5212453,Coda-Coda,6
5215874,Chobbes,1
5223708,javbit,2
5224459,gungun974,1
5225017,sky1e,3
5225653,isker,8
5228243,Waelwindows,8
5228892,lorenz,41
5238484,TheKK,1
5239765,JoeRu,1
5241169,chasecaleb,6
5242883,alejandro-angulo,5
5251658,DMills27,4
5253988,yvt,6
5258114,w4,1
5258956,palasso,1
5265348,agustinmista,1
5265630,rettetdemdativ,2
5274223,tysonzero,2
5276274,nurelin,1
5279150,butterthebuddha,1
5283991,jbaum98,14
5301202,malteneuss,3
5304556,sevanspowell,4
5304643,asonix,4
5307138,JohnAZoidberg,8
5314145,AtaraxiaSjel,10
5317234,happysalada,773
5327697,anpryl,6
5329209,Joaqim,1
5338582,mathieupost,4
5339261,ohheyrj,3
5341193,lschuermann,9
5341292,doshitan,2
5345170,igsha,2
5349957,iplusplus42,1
5351546,Xuanwo,2
5352661,jpts,3
5356506,trishtzy,5
5357861,tbleiker,2
5362163,karliatto,2
5373535,joergdw,5
5376043,rafaelrc7,27
5378535,milogert,15
5379596,ReneHollander,2
5394722,catern,4
5404976,Tyler-Hardin,5
5409166,therishidesai,8
5409401,Bradley-Cooley,3
5411177,torgeirsh,2
5411704,aorith,8
5417932,stammon,2
5421525,tanshihaj,13
5478260,klDen,8
5478838,jsimonetti,3
5481629,x123,26
5486389,thomaseizinger,5
5507828,flopraden,1
5510334,vandr0iy,1
5512096,sguimmara,2
5515707,peterromfeldhk,8
5520406,truelecter,2
5525217,hjones2199,22
5525646,bricewge,1
5546264,mccurdyc,2
5549373,gin66,18
5555066,canndrew,1
5555832,wleightond,1
5557706,aoli-al,1
5565316,kylerisse,7
5567402,RealityAnomaly,8
5569482,nikolaiser,4
5576383,barryfm,5
5578100,YtvwlD,3
5578376,mayjs,2
5579359,Jayman2000,37
5586535,jkeifer,1
5586615,kalebpace,12
5596239,dschrempf,25
5617025,Robin-Wils,4
5622125,Mechtecs,1
5623227,traxys,46
5623458,brprice,4
5624721,lopsided98,145
5629059,xlambein,10
5629639,Nindouja,1
5632994,AndrewDDavis,1
5640649,Snektron,1
5653911,Rampoina,6
5658854,martijnbastiaan,2
5659391,howardburgess,1
5659892,BCNelson,5
5662622,ghostbuster91,9
5663576,tejing1,32
5671049,tranzystorekk,1
5672538,al3xtjames,80
5672686,JRMurr,1
5682183,s1341,30
5683186,landam,1
5683582,jaybosamiya,1
5684384,hakantunc,1
5690076,TanelDettenborn,4
5691777,onnimonni,2
5705231,Michaelhess17,1
5712856,JakeHillion,1
5714694,bercribe,1
5715025,treyfortmuller,2
5718007,bkchr,6
5722198,tkerber,1
5727578,Misterio77,65
5731551,nealfennimore,2
5737016,phip1611,34
5737945,Elinvention,6
5741401,fionera,2
5741553,software-artificer,9
5741620,jeremyschlatter,19
5741741,mabster314,2
5742422,fennecs-system,0
5754552,ForgottenBeast,1
5755154,spacelatte,10
5759930,krostar,4
5760996,lbodor,3
5761292,marksisson,1
5767106,Lugarun,2
5773669,teekuningas,3
5773701,krzaczek,3
5778879,xddxdd,24
5781547,jmmaloney4,4
5788421,mart-w,3
5790901,citrusmunch,1
5791019,sequencer,16
5792253,kblcuk,1
5802758,jtrees,30
5804237,hurricanehrndz,1
5804569,0xcharly,1
5817039,mig4ng,2
5834582,MatrixManAtYrService,1
5834777,rwaweber,3
5835530,moekhalil,1
5837359,vifino,86
5841072,munyari,5
5861043,superherointj,783
5862803,CrepeGoat,5
5883283,kilimnik,15
5892061,jtamagnan,1
5892127,GGG-KILLER,79
5901180,Nymphium,1
5919957,LogicalOverflow,5
5920602,Niols,32
5924141,phantamanta44,2
5925500,jasoncg,3
5932424,michaelgrahamevans,41
5932804,bryanhonof,42
5948762,ozkutuk,19
5953003,ConnorNelson,2
5954806,AndersonTorres,2723
5956940,AdoPi,1
5968483,autrimpo,23
5969778,okwilkins,2
5971351,t-gebauer,2
5978566,ylecornec,16
5981418,lklacar,1
5986078,zaldnoay,7
5990410,crumohr,1
5991987,t184256,18
6016373,Jonpez2,4
6022042,samdroid-apps,1
6025220,Ma27,2422
6029561,tmssngr,11
6029837,plutotulp,1
6032823,Jackenmen,1
6033387,peperunas,19
6035884,codebam,11
6047658,rhoriguchi,334
6053266,Al2Klimov,4
6055037,ahirner,9
6059294,DrPyser,1
6060545,anpin,15
6064962,TakWolf,7
6074754,hlolli,15
6077574,GeorgesAlkhouri,5
6091755,anirrudh,2
6098957,MarcoDaniels,11
6102222,WheelsForReals,1
6105784,jue89,4
6107054,brechtcs,5
6109326,hummeltech,14
6118602,tmplt,9
6127678,jiegec,97
6131885,cgzones,19
6145260,benaryorg,31
6148271,virusdave,8
6162814,wrmilling,42
6179496,graysonhead,9
6184089,dhlin,1
6192083,jvierling,1
6194958,devholic,5
6196764,Hansformer,2
6198952,lattwood,1
6206753,MichielDerhaeg,1
6207605,ejpcmac,3
6209627,ilyakooo0,12
6213398,bjw-s,1
6224096,shyim,83
6232980,0xbe7a,28
6235312,CertainLach,71
6237761,cstoitner,1
6241083,xvello,1
6241635,coryan,4
6243646,gnubufferoverflows,1
6246622,dbarrosop,1
6256988,elratt0r,2
6264882,timhae,15
6265447,klowdo,2
6270544,akirak,33
6272696,joe-warren,1
6277322,sorpaas,5
6278398,AdsonCicilioti,13
6285728,hlad,20
6295090,Myaats,26
6296348,whentze,31
6296878,TimQuelch,1
6297001,CrystalGamma,3
6298052,xanderio,147
6305359,kiranshila,3
6314611,ProjectInitiative,2
6315338,peterbecich,20
6320096,WarmCyan,1
6321578,johnrichardrinehart,28
6325757,pinage404,43
6327304,luke-clifton,1
6328589,twitchyliquid64,10
6331075,Anderssorby,1
6348904,tormeh,1
6353129,markpash,1
6362238,StarGate01,39
6366133,jstncnnr,1
6370419,phikal,1
6375438,GovanifY,27
6375609,bobvanderlinden,153
6388483,zsedem,5
6393439,relief-melone,5
6402443,samhh,6
6403699,glwbr,4
6412377,Melkor333,16
6416394,EricWardner,1
6430643,henrytill,1
6435815,grgi,2
6444703,drakon64,6
6445316,manyinsects,2
6445619,Rucadi,13
6453661,cab404,57
6453662,Lykos153,11
6455574,mvnetbiz,19
6457015,tgharib,3
6459309,Artoria2e5,3
6470319,RCasatta,4
6470493,craigem,1
6476416,snue,4
6477010,duxovni,17
6479522,trautwein,1
6487079,computerdane,5
6493296,nmittler,2
6495256,SilverCoder,1
6499211,Flakebi,184
6504174,olivia-fl,20
6511667,makeding,2
6528011,seandheath,4
6530104,yannham,12
6544084,KaiHa,4
6548135,Kraust,1
6553158,athre0z,14
6557101,lugray,6
6564250,JanOlencki,1
6576760,b-zee,2
6577480,Kirens,1
6578603,guitargeek,27
6579555,TheTallestJJ,1
6599296,fricklerhandwerk,1256
6600123,AlexKnauth,5
6610087,St0rmingBr4in,1
6619062,p32blo,1
6619112,siph,10
6624767,Wazzaps,2
6626143,parkerhoyes,6
6631612,ybycode,1
6634716,jmc-figueira,14
6637105,matt-savvy,1
6639323,max-wittig,16
6650803,mode89,1
6652840,lf-,136
6654841,TLATER,10
6677292,kylesferrazza,10
6681509,AleksanderGondek,2
6686119,zzschmidc,1
6689924,d-xo,13
6700637,Ruin0x11,2
6709831,naphta,2
6720672,shanemikel,2
6721826,Itaros,4
6728841,knazarov,1
6734573,stweil,1
6747040,ayum,2
6752481,mplanchard,1
6753170,ramboman,12
6754950,oceanlewis,3
6759542,ZoomRmc,1
6759716,samfundev,3
6765243,weiren2,1
6766154,gradientvera,8
6768842,guyonvarch,1
6771175,peat-psuwit,29
6778250,ragingpastry,13
6779172,Pheoxy,9
6780471,cloudlena,5
6789916,jasonodoom,8
6793260,kmjayadeep,2
6803717,evilmav,12
6804513,chaychoong,1
6806011,dotlambda,4926
6817216,krupkat,4
6821729,criyle,4
6823352,cw789,9
6823408,michaelvl,1
6823844,ciderale,1
6832600,ulysses4ever,3
6842824,mxmlnkn,22
6861958,jcgruenhage,1
6863341,Soupstraw,2
6872940,dvaerum,3
6877929,ob7,5
6882568,vaci,11
6900888,jonstacks,1
6905586,genofire,6
6908397,getkey,3
6908462,talhaHavadar,2
6913198,firestack,10
6918350,asmundo,3
6924529,guhou,1
6929993,miallo,11
6930756,nmattia,7
6931743,pasqui23,50
6937965,Sascha8a,2
6941910,Kaisrlik,1
6951100,akhildevelops,1
6953353,benwis,2
6956898,Cephian,1
6961268,uakci,5
6987136,bastaynav,8
6988668,thehabbos007,4
7000918,petrzjunior,72
7003738,CobaltCause,63
7005773,jakehamilton,1
7013293,tomaszhanc,1
7018928,gerbrent,1
7026881,msm-code,4
7032646,gray-heron,4
7038383,vojta001,15
7040031,ysndr,377
7043297,djacu,246
7045898,abraverm,1
7051056,PhiliPdB,27
7051978,sweenu,11
7054317,jlamur,3
7056902,b-eyselein,4
7060816,Thao-Tran,7
7062631,karantan,5
7075008,239,7
7075751,Synthetica9,61
7076515,lenzj,1
7080204,TobiasB91,1
7082519,ksonj,2
7085564,neurolag,3
7088510,dscottboggs,2
7091399,Smona,25
7102119,gnull,1
7116239,SohamG,9
7118777,benjaminedwardwebb,6
7121530,whonore,22
7122116,kylecarbs,12
7141239,Jana-Marie,1
7164552,Rosuavio,1
7173077,cjshearer,4
7183441,justinlovinger,1
7191115,NovaViper,5
7211830,arbourd,2
7216772,dadada,13
7221768,Rizary,3
7224879,kmarker1101,1
7226587,thufschmitt,398
7232246,michael-swan,1
7235381,viluon,2
7239200,panda2134,15
7243615,luna-1024,4
7243783,lovesegfault,715
7249754,kranich,1
7258858,SuperSandro2000,4316
7261570,mfrischknecht,43
7262891,echozio,2
7265381,Kropatz,3
7265382,nightmared,2
7275591,wochap,1
7277663,nathaniel-brough,3
7279609,pyle,2
7284712,doyougnu,1
7287268,Thesola10,16
7294692,daniel-fahey,15
7301807,szlend,45
7304317,msladecek,3
7308591,ifd3f,11
7309170,ryota-ka,3
7310112,parsonsmatt,1
7326770,adamruzicka,1
7332055,zbioe,8
7343721,midchildan,84
7345998,A1ca7raz,15
7346933,betaboon,26
7347290,nkalupahana,2
7348004,io12,5
7350077,gabevenberg,5
7364197,rkjnsn,1
7365864,rvarago,5
7377393,matthuszagh,17
7385287,greydot,14
7389000,DominicWrege,29
7397786,odygrd,2
7400038,fleimgruber,4
7402063,connorgmeehan,1
7410928,EmergentMind,3
7412443,saikatdas0790,1
7413633,reckenrode,1020
7420227,petertriho,3
7432518,ali-abrar,7
7432848,esclear,24
7439756,rowanG077,20
7442383,thilobillerbeck,383
7443916,pta2002,18
7444430,ViZiD,30
7445670,chrisguida,1
7453891,trespaul,2
7466364,Ellipse0934,1
7467038,cfhammill,18
7467891,diogotcorreia,43
7474162,Lappihuan,1
7479436,aviallon,11
7481521,ikervagyok,2
7494394,elatov,3
7495216,evan-goode,9
7504556,DenzoNL,2
7505729,GoogleBot42,7
7512804,stackshadow,2
7525286,soanvig,1
7528911,kiancm,3
7529189,calebstewart,1
7530156,Briaoeuidhtns,2
7536431,PigeonF,7
7537109,primeos,1175
7543617,struan-robertson,2
7545238,freeman94,1
7545665,dbirks,13
7551358,FredeHoey,3
7556827,max06,4
7558482,jackgerrits,6
7571069,christoph-heiss,196
7572407,sandydoo,35
7573215,srghma,15
7581860,mac-chaffee,3
7585078,cmoog,7
7587353,purepani,3
7589338,dasj19,33
7593028,MilesCranmer,3
7593229,shihanng,1
7593302,Shavyn,3
7622248,loewenheim,4
7629470,decagondev,1
7629727,jeremystucki,2
7632189,JagoGyselinck,2
7633634,JorisBolsens,3
7644264,andrewgazelka,2
7645711,magnetophon,84
7646859,brenoguim,32
7649041,ejiektpobehuk,4
7669898,spacekookie,4
7670450,fedeinthemix,45
7676546,dimitrijer,7
7677321,nyanloutre,4
7684574,gunar,1
7685264,5aaee9,14
7693005,JarvisCraft,22
7698349,nevivurn,101
7702390,lspitzner,1
7709598,wigust,2
7727887,tomaskala,6
7735145,mkg20001,338
7740661,PhDyellow,20
7745457,Astavie,10
7752934,kurogeek,2
7753506,mkf,1
7755101,aanderse,208
7757418,guilledk,1
7759556,15cm,2
7763184,kpcyrd,7
7771007,hxtmdev,8
7775707,nitrocode,3
7790572,KongrooParadox,3
7798336,owm111,1
7802795,manojkarthick,2
7804730,KireinaHoro,1
7807852,BOHverkill,5
7820716,orthros,4
7820865,ericdallo,21
7832566,aware70,2
7833358,rrbutani,67
7838479,MisterPeModder,1
7839004,pleshevskiy,2
7845120,newAM,238
7851037,bmabsout,12
7851175,nzbr,5
7857984,KasyanDiGris,3
7858375,Silver-Golden,6
7862557,patflynn,1
7878181,mateodd25,11
7885562,hgijeon,1
7900887,daneov,3
7904551,stefanradziuk,2
7909687,jacbart,1
7910815,lxea,2
7912754,YvanDaSilva,5
7914437,tcheronneau,7
7939352,kaleocheng,7
7943378,srd424,3
7953163,vikanezrimaya,16
8005463,MagicRB,4
8006928,yuannan,4
8013875,eikef,2
8026586,adfaure,1
8030501,ethindp,14
8041254,mcmarkj,1
8048966,mxxun,1
8049011,arikgrahl,19
8060970,dnwe,3
8074468,eopb,3
8081722,danielbarter,14
8082305,rastertail,8
8083772,nicegamer7,3
8083813,nidabdella,3
8090459,SilverRainZ,1
8099415,raylas,6
8109138,sedlund,9
8111351,xiaoxiangmoe,83
8117202,jpetrucciani,41
8146662,elesiuta,6
8146736,ecklf,5
8147434,Aadniz,2
8148095,BirkhoffLee,1
8150907,phfroidmont,4
8156884,willfish,1
8162992,haylinmoore,16
8165792,mrkkrp,2
8173116,eeedean,12
8174031,johnbchron,2
8176760,Maetveis,1
8182846,fgaz,601
8191303,cyyself,1
8199164,aserowy,1
8208767,putchar,2
8211181,Unkn0wnCat,2
8218521,joshbainbridge,2
8219659,siraben,259
8224569,Kupac,120
8228888,charlieshanley,5
8246041,samestep,7
8260207,karthikiyengar,2
8261698,ChandlerSwift,5
8266996,volesen,2
8277780,luringens,1
8291297,benjamb,8
8297347,SeraphimRP,2
8298307,petertrotman,3
8305170,th7nder,3
8320393,MaxHearnden,26
8322846,bcyran,11
8351402,grerrg,1
8351869,0xd61,5
8354131,mitchallain,2
8355305,leo60228,23
8373222,romatthe,6
8378365,WolfangAukang,227
8388494,ADKaster,1
8402811,oxzi,92
8404455,DiegoLelis,2
8405359,BonusPlay,6
8409320,dfithian,3
8442058,kieeps,1
8452750,keller00,2
8461423,jkachmar,3
8463814,fendor,1
8469822,jul1u5,3
8470996,thegleich,1
8515861,propet,1
8519318,pouya-abbassi,2
8529551,pmeiyu,12
8530224,am-on,3
8534888,savannidgerinel,15
8537327,dsluijk,3
8538265,dflores1,3
8545723,JosephLucas,6
8558044,sloane-shark,5
8570969,Rconybea,2
8577904,naufik,4
8577941,Tomahna,16
8580434,jonnynightingale,2
8580605,Avanatiker,1
8597964,antonshkurenko,3
8600029,tobias-kuendig,4
8606282,4r7if3x,3
8607439,kreativmonkey,2
8614547,Alizter,43
8630600,agagniere,1
8639179,JesusMtnez,55
8644490,RomeoV,1
8668070,yeoldegrove,1
8668915,haskelious,8
8685505,jcs090218,6
8690255,AdrianKoshka,3
8712146,Litarvan,1
8717474,wbadart,2
8735102,johnramsden,2
8746890,chrbauer,2
8753257,mads256h,1
8753631,thamenato,3
8753998,nicolas-goudry,39
8762511,mdaniels5757,5
8763518,SkamDart,44
8766773,Cogitri,9
8767122,G3zz,6
8776314,SemtexError,3
8781107,abitrolly,4
8790386,DimitarNestorov,107
8792460,res0Nanz,4
8794235,sinuscosinustan,9
8797027,philclifford,1
8798449,Kidsan,6
8809909,deadbaed,2
8813855,21eleven,2
8836231,jonknapp,1
8843129,tux1c,5
8849915,tiferrei,4
8852888,DIzFer,1
8869894,pineapplehunter,69
8872119,est31,3
8884632,gaelj,11
8891115,bycEEE,2
8902415,figgyc,2
8904314,sputn1ck,1
8942959,kiltyj,1
8951843,teor2345,5
8965202,gpanders,8
8974488,meskill,1
8976745,ozwaldorf,9
9004509,Pleune,13
9004656,YaaZ,1
9020527,cryptoluks,3
9022220,nionata,1
9022638,MoozIiSP,1
9032279,tyleroconnell,1
9061737,natsukagami,13
9065495,smissingham,1
9070923,gmvar,1
9086315,cbrewster,8
9088467,HannahMR,2
9089004,JMendyk,2
9091609,omarjatoi,2
9092918,c01o,1
9094255,Ten0,6
9115720,outlyer-net,1
9118643,donvini94,1
9124288,magneticflux-,18
9125590,ylh,20
9126033,blyoa,1
9132420,wolfgangwalther,2957
9138565,pinn3,6
9155111,ashwinvis,1
9157412,melvyn2,51
9168217,mjjs,1
9168611,almini,3
9170316,sgvictorino,8
9190258,davidsierradz,2
9200049,simeoncarstens,7
9221409,james-atkins,14
9222441,bryceberger,1
9267430,Philipp-M,22
9278174,HexSleeves,2
9281956,ashkitten,12
9308656,matrss,11
9310662,conroy-cheers,2
9320677,buurro,6
9325242,Ezyrath,4
9335331,activeshadow,2
9335924,eyeinsky,6
9336788,claha,2
9381848,clerie,19
9385350,mdtisdall,1
9386488,ZMon3y,2
9393486,tomcur,10
9405900,ionutnechita,8
9406770,MGlolenstine,20
9413812,j4m3s-s,8
9423014,wnklmnn,2
9424043,OneDeuxTriSeiGo,5
9425955,JeffLabonte,5
9429556,bates64,1
9433472,keysmashes,50
9444609,GlancingMind,1
9567176,alxsimon,8
9567293,aehlig,2
9568176,ptrhlm,3
9590981,chayleaf,80
9651002,alkasm,1
9659564,nathanregner,10
9675338,0x4A6F,193
9677399,ofek,6
9705357,guibou,5
9709011,anirudhb,1
9713184,wegank,2675
9713907,dawidd6,42
9720532,SomeoneSerge,422
9730330,bew,21
9742635,iFreilicht,61
9768336,mayeut,2
9790772,anna328p,9
9799623,Mindavi,290
9802104,ivan-timokhin,15
9819120,sheeaza,2
9823531,laxect,2
9826702,chaoky,2
9850798,Lunkentuss,1
9851221,mccartykim,2
9853194,tnias,35
9866621,06kellyjac,480
9874955,ElnuDev,7
9886026,VTimofeenko,10
9895679,accelbread,17
9915675,bertof,49
9939720,nphilou,2
9959940,fehnomenal,1
9980864,mh182,1
9992814,dariof4,15
10039785,jsoo1,48
10042482,desttinghim,2
10068296,bb4242,1
10075099,bratfizyk,77
10079854,remgodow,1
10094408,8bitbuddhist,28
10106819,eilvelia,15
10131418,gerrydoro,3
10145351,Vinetos,17
10152702,alloveras,3
10156748,gloaming,1
10164833,birkb,10
10171367,jkxyz,1
10180699,karlskewes,2
10196826,aspauldingcode,3
10198051,drewrisinger,78
10202735,andrew-myer,1
10206665,teutat3s,582
10212424,superwhiskers,27
10219026,hexacera,1
10219618,angaz,4
10223270,MarcusWagberg,4
10246891,zmitchell,66
10260599,jakobkukla,3
10263091,365tuwe,5
10263813,frogamic,24
10272121,alekna,1
10273736,rjandev,3
10290864,MDM23,8
10299109,jslight90,6
10325981,nhey,2
10326063,lukaslihotzki,6
10335942,pdietl,2
10338031,X9VoiD,5
10344742,ethanabrooks,0
10352507,kmein,19
10352679,simonhammes,1
10353047,Gerschtli,13
10356230,Gigahawk,6
10365257,arthurrump,2
10366065,ninjawarrior1337,1
10372888,vkleen,2
10383569,lap1nou,1
10383737,B4rc1,4
10400299,arjan-s,91
10401120,andreacoradi,1
10415894,Zahrun,20
10420834,CajuM,22
10430178,campbellcole,1
10437171,soywod,24
10459406,cilki,2
10473184,podocarp,11
10487782,phijor,10
10492681,Enzime,152
10496191,sifmelcara,23
10530973,syvb,9
10541219,GabrielDougherty,5
10549023,tmyllymaki,1
10552031,NiklasGollenstede,3
10554636,linuxmobile,15
10554686,A-Manning,1
10565807,lulu-berlin,2
10577181,madsmtm,1
10587952,armijnhemel,8
10601196,mothsART,7
10610335,abraham-chan,1
10659529,melnary,4
10679234,arichtman,2
10682187,keksbg,6
10686906,brendanreis,2
10689811,Kitt3120,3
10690970,jaduff,2
10691440,Binary-Eater,15
10695734,MarkusLohmayer,1
10701143,CyborgPotato,5
10704423,vancluever,6
10705175,kuwii,5
10728024,lzszt,1
10733175,axgfn,10
10734740,jessebrennan,1
10746692,luleyleo,3
10761079,jakobrs,7
10776658,avagordon01,1
10778160,barbosaaob,4
10779093,potb,3
10779424,andyrichardson,3
10787844,Jaculabilis,17
10799507,fishi0x01,4
10803111,yanganto,11
10829914,dianqk,1
10830505,ondrejfuhrer,2
10837173,qdlmcfresh,3
10843250,ivanmoreau,2
10859387,dvn0,12
10871181,MadMcCrow,2
10889879,addition-tg,3
10891979,Sirius902,2
10899984,clementpoiret,5
10901304,lukas-mertens,2
10908495,benxiao,18
10908649,graham33,13
10909708,covert8,2
10927621,abennett,1
10949861,TheConcierge,2
10965841,Kansattica,1
10973664,ErinvanderVeen,7
10982331,ejls,1
10982488,robert-scheck,1
10994794,maxaudron,1
10998835,doronbehar,1028
11006031,leona-ya,248
11022302,silvanshade,34
11033906,cwboden,2
11037075,ashleyghooper,2
11046232,gautaz,2
11047377,slwst,2
11050617,xaverdh,53
11063910,Fryuni,11
11073604,tewfik-ghariani,9
11077277,dotemup,4
11077553,Garmelon,141
11077981,MalteT,2
11096602,triarius,1
11132880,mslxl,1
11135311,simonchatts,8
11145016,con-f-use,10
11150054,cablespaghetti,2
11150076,SirYwell,3
11155300,lafrenierejm,9
11174371,tirimia,4
11191291,geekbrother,1
11192354,arcayr,12
11199213,f2k1de,54
11205987,dsalaza4,1
11212268,gruve-p,15
11222441,zevisert,3
11225574,dezren39,6
11229748,linyinfeng,45
11236933,HexF,1
11243138,Thunderbottom,1
11246353,matthieucx,3
11269403,anstylian,2
11277129,erebfaer,1
11277967,sarahec,293
11292703,mrdev023,13
11310385,bnlrnz,5
11312895,b12f,2
11337857,pkel,1
11340915,frostevent,1
11351304,rardiol,5
11352905,FriedrichAltheide,38
11361565,aewatt95,1
11362326,julienje,1
11363539,renesat,17
11366022,p01arst0rm,4
11370525,walfie,1
11376396,Viibrant,1
11395853,viperML,15
11413574,unfokus,5
11422515,DavSanchez,14
11456290,exzombie,3
11463279,kaldonir,4
11473063,jansorg,14
11493130,AsbjornOlling,4
