githubId,githubUsername,commits
799353,unclechu,26
799562,dyrnade,2
801525,rembo10,28
806876,aaronjheng,1045
807447,risicle,1285
810075,oneingan,3
810650,teoljungberg,3
811827,rgnns,2
811999,shashurup,1
812841,edmondop,1
812891,pawelchcki,2
813865,bnjmnt4n,2
814064,nivadis,1
815281,dmchmk,7
816465,redvers,8
816777,ashgillman,1
817039,pcasaretto,9
817073,onixie,2
817330,dtzWill,72
817739,jvns,2
821688,tebriel,39
821972,Parth,5
824615,danobi,1
826010,roomcays,1
826368,mikatammi,19
829041,2b,2
829277,weitzj,5
829847,ricci,3
831307,rtimush,7
832719,chpatrick,13
835177,davidkna,22
837719,NateEag,3
839693,mrVanDalo,8
840345,attila-lendvai,1
841263,milas,1
843007,httpdev,1
843652,kimburgess,2
843780,dotkrnl,1
844222,foolnotion,8
844343,thiagokokada,1111
845652,kierdavis,6
848000,eclairevoyant,497
848535,olebedev,3
848609,cleverca22,4
848812,sjau,1
850317,alanpearce,14
850665,svrana,18
850780,wasserpanther,1
852504,lasers,27
852852,bacchanalia,5
852967,roconnor,3
853461,epetousis,3
854319,jerith666,44
854770,matejc,3
857308,expipiplus1,524
858790,tobim,168
859772,davidscherer,3
861864,bertptrs,2
863299,hugosenari,1
863730,fanquake,7
863807,serge-sans-paille,2
864630,nbelakovski,3
865153,eiriksm,1
866573,steeleduncan,8
867424,sdht0,34
868013,eloycoto,1
868283,frontsideair,1
869933,trsteel88,8
870673,taku0,126
870937,dbaynard,4
871508,gwitmond,1
875885,thevar1able,7
875994,PrimaMateria,4
876076,FossPrime,1
876689,auipga,1
878107,joshbode,1
878822,fadenb,2
882186,claudiiii,2
882455,3noch,2
886074,teto,441
890062,iAmMrinal0,62
891399,asappia,2
891959,jarnaldich,1
892318,urish,2
893115,Fuuzetsu,6
893474,sephalon,16
893660,svalaskevicius,3
893884,nadiaholmquist,24
894731,pravindahal,1
894884,kubukoz,68
895458,mwtoews,1
895853,woffs,18
896182,devhell,52
896491,jpraczyk,1
897638,yvesh,2
898922,pmenke-de,3
898989,thielema,7
899412,mikepii,2
900731,mogenson,2
901583,wentam,3
902012,holymonson,5
903072,RaghavSood,65
905221,maxammann,5
905853,iavael,2
907478,elseym,1
908716,zachcoyle,3
909385,hiroqn,1
909743,fballiano,2
913109,korken89,4
914687,apraga,32
915970,onthestairs,4
916621,aksiksi,3
918365,SFrijters,430
918448,lodi,5
918989,phlip9,29
919570,SebastianWendel,3
923380,jeremiehuchet,1
926550,gabysbrain,4
926648,appsforartists,8
928084,utdemir,4
928570,charmoniumQ,5
929096,kmicklas,3
929114,marcovergueira,3
932697,j0xaf,4
933873,al42and,1
934284,Emantor,35
938744,jchv,91
939420,petrosagg,7
943430,pcboy,12
944530,tarc,2
944666,mikepurvis,25
944919,zuzuleinen,14
947471,lunaticare,1
947518,sudocurse,1
952188,asp437,2
952712,mattchrist,26
956900,matt-martin,1
958435,acesyde,3
959667,Matoking,1
962885,andrewchambers,2
962924,Montmorency,1
963511,Majiir,80
964708,megfault,28
964947,ajamtli,11
965612,ethinx,2
966789,genebean,1
966992,k3a,10
971479,Mewp,1
972298,otopetrik,1
973709,yajo,46
973793,Francesco149,2
974323,ricochet,2
974569,abmantis,1
977929,ceedubs,2
977953,sanzoghenzo,7
978080,urob,1
979725,jonathanlking,1
981958,kylehendricks,6
984218,ftk,1
984691,edanaher,1
986438,thadguidry,1
988098,richiejp,3
988263,jenrik,1
990767,dali99,221
991180,tapayne88,1
991767,arkeros,1
993363,ryskajakub,1
993670,koenw,2
994357,fredrikaverpil,1
996231,danilobuerger,3
997855,shnarazk,5
998763,johanot,14
998807,hmajid2301,19
999760,stefano-m,2
1006477,felixonmars,2
1007446,ajor,1
1007479,yasinuslu,1
1010174,bgamari,21
1010226,thibaultmol,1
1010248,frlan,15
1010468,alexshpilkin,24
1012426,dyfrgi,2
1013846,gares,8
1015381,takac,6
1015816,jlbribeiro,52
1017132,Ingramz,2
1017332,sirchia,1
1018801,pitkling,18
1019641,rvl,115
1021512,neuschaefer,4
1023752,ngerstle,2
1023814,adomixaszvers,2
1024891,queezle42,15
1027513,anandsuresh,2
1027766,melias122,2
1029631,juselius,2
1029947,a-h,1
1031119,wavewave,4
1039174,xduugu,2
1040249,panayiotis,1
1040871,sveitser,16
1040943,paolostivanin,1
1042548,mtzanidakis,1
1042946,Foxboron,2
1043363,wathiede,4
1043980,XenGi,5
1044263,brianmcgillion,33
1044950,ibizaman,13
1046027,mjgallag,2
1047859,kazcw,5
1048831,asimpson,1
1049261,adammitha,3
1051414,JBassett,14
1055216,shackra,3
1055245,Ericson2314,2554
1057789,typedrat,2
1058151,pvonmoradi,25
1058504,jlesquembre,91
1059661,clebs,5
1060224,avakhrenev,1
1064317,Jegp,1
1064477,Hornwall,4
1066652,Technius,5
1067896,mrobbetts,2
1069247,runeksvendsen,1
1069303,Zoomulator,1
1069318,roblabla,30
1071610,broke,2
1072181,kbudde,6
1077480,coonce,5
1078000,alejandrosame,58
1079173,andrew-d,8
1084680,jspiers,5
1084688,RodEsp,3
1084748,uvNikita,29
1087544,anund,20
1092741,christoph-cullmann,2
1096701,satmandu,5
1097073,tonyfinn,1
1097524,DolceTriade,1
1097794,abhillman,1
1100051,e-nikolov,4
1102306,NKJe,3
1102934,dmarcoux,1
1104419,lucc,37
1108325,Zimmi48,87
1108684,ccdunder,2
1111035,breakds,15
1111056,dhoppe,2
1115946,radhus,8
1117749,JamesGuthrie,1
1118676,WooDyDooKs,1
1118815,arkivm,47
1118859,chkno,48
1125030,skvadrik,2
1128594,cyrillzadra,1
1129322,pinotree,6
1130337,futile,10
1131102,Informatic,2
1131159,brenix,10
1131529,javaes,20
1131571,naelstrof,2
1133568,hanleym,6
1135582,jpentland,2
1136288,amerocu,2
1136427,leiflm,1
1139171,dsg22,9
1139752,jahkeup,2
1140325,penglei,2
1141462,agilesteel,25
1141680,thanegill,8
1141769,cawilliamson,3
1141948,zgrannan,2
1142322,refnil,1
1142801,noctarius,1
1145004,AdamSutch,2
1145981,seylerius,9
1148549,edolstra,1316
1149048,florentc,4
1149355,sergv,16
1151264,sgraf812,1
1153271,svanderburg,55
1153808,delehef,2
1154569,icecreammatt,2
1155030,9ary,25
1155801,nbraud,473
1156448,ryantrinkle,3
1158172,intelfx,6
1162118,hagl,2
1162134,illotum,1
1168722,blargg,2
1173464,remi-dupre,1
1173648,brianmcgee,31
1173922,kubeliv,1
1173932,kugland,3
1174810,abbradar,61
1176131,georgewhewell,3
1176328,alisonjenkins,1
1177304,mildsunrise,4
1178864,dguibert,39
1179015,talw,2
1179566,nbp,1
1180335,kachick,210
1181362,steveej,15
1181393,eduarrrd,12
1183303,truh,8
1184070,rpurdie,1
1184334,vencax,1
1186411,xuanduc987,1
1186444,jshort,3
1186516,fdietze,1
1187050,maxhbr,7
1187078,zeorin,4
1188465,rolfschr,10
1188977,tssm,9
1189739,juboba,7
1189862,manipuladordedados,15
1190483,auchter,12
1190754,Bo98,4
1190931,izelnakri,7
1192563,lamarios,3
1195438,logan12358,1
1197406,slinlee,2
1200507,minijackson,200
1202014,FPtje,5
1202371,wirew0rm,8
1204125,sir4ur0n,9
1204409,yodaldevoid,2
1204734,ethorsoe,24
1207107,nashamri,2
1208273,luxzeitlos,13
1211003,fbergroth,4
1212814,peterwilli,2
1215104,twz123,32
1215331,mattmelling,72
1215623,wildsebastian,2
1216657,mpickering,3
1216662,mdwn,1
1217680,aacebedo,64
1217745,Avaq,1
1217934,romildo,1003
1219785,picnoir,83
1220572,ctheune,9
1221721,atcol,1
1221984,999eagle,173
1222362,cript0nauta,3
1222865,lebensterben,5
1224006,nilp0inter,1
1226345,mroi,2
1226384,sagikazarmark,28
1226638,artemist,46
1227519,waldheinz,12
1229027,ajs124,1132
1234956,n8henrie,25
1235045,jcouyang,12
1237862,oliverbunting,1
1239089,stevecheckoway,1
1239097,bcc32,36
1239156,adamlwgriffiths,2
1239929,Radvendii,75
1240253,Marlinc,2
1240398,goffrie,3
1244517,Tillerino,7
1246619,colonelpanic8,13
1246752,madonius,3
1252547,jokogr,1
1253071,jdreaver,10
1254842,Erethon,49
1257060,docbobo,2
1257580,TyberiusPrime,1
1260687,obfusk,11
1260727,Hjdskes,8
1261448,mortymacs,1
1263519,ivanovs-4,2
1267527,locallycompact,5
1269177,josephst,22
1276854,workflow,11
1279939,dbeckwith,4
1280118,tmarkovski,6
1281131,joshainglis,2
1283854,icewind1991,15
1284324,Ninja3047,1
1285248,BobobUnicorn,1
1286668,sengaya,7
1287639,tomeon,3
1288216,JojOatXGME,80
1290303,picogeyer,3
1291396,arnarg,3
1292734,yaitskov,3
1295100,davidtwco,34
1297357,gshipunov,5
1297598,LunaBorowska,97
1298344,danielfullmer,21
1299717,dnaq,2
1301843,schoettl,2
1304536,rschulman,1
1307061,Netruk44,4
1309157,joostn,1
1310395,TravisWhitaker,1
1310468,jonocodes,2
1311192,yl3dy,48
1312006,ggreif,13
1313584,cocreature,5
1313624,greizgh,26
1313787,Gabriella439,89
1315818,Stunkymonkey,2034
1317177,rhogenson,1
1317472,proski,2
1318743,ivarmedi,3
1322201,yochai,1
1322812,TLINDEN,1
1327662,britter,26
1328977,Sixstring982,11
1329034,Baltoli,3
1329212,zh4ngx,6
1329940,pstn,28
1330683,endocrimes,32
1331788,minfrin,2
1332211,benjaminkitt,1
1332289,Quentin-M,2
1332504,voidzero,4
1333891,asmir-abdulahovic,2
1334474,timstott,2
1334592,shymega,8
1334841,msoos,1
1342360,anoadragon453,28
1343820,derjohn,4
1349989,samlich,3
1351279,f3rn0s,2
1351933,apoelstra,1
1353637,stasjok,16
1355255,shofel,1
1358764,JamieMagee,64
1362807,blackheaven,12
1364300,pethin,1
1364576,theSuess,1
1365231,alexymantha,2
1365692,ElvishJerricco,197
1366419,rasendubi,3
1366654,koppor,5
1367895,jstranik,8
1367949,phrogg,2
1368952,PedroHLC,288
1369436,aplund,2
1369454,raymens,3
1370047,smaximov,1
1371873,mentalblock,1
1373271,qlonik,2
1374914,MTRNord,2
1375043,Acconut,2
1375307,omares,2
1378630,isaozler,1
1379411,hax404,16
1379645,philipmw,8
1381584,mitya57,9
1385934,JoaquinTrinanes,14
1386182,WTassoux,1
1386501,xentec,2
1386642,nbren12,9
1387206,mikesperber,3
1388505,ari-becker,2
1388869,dbeecham,3
1389549,faithanalog,1
1390277,jacobtolar,1
1391883,Thra11,17
1393865,puppe,12
1395852,tylervick,1
1397507,me-and,51
1399702,Alfrheim,1
1401179,herberteuler,50
1404886,nekronos,3
1407797,josqu4red,1
1408472,rtpg,1
1410808,boozedog,2
1411504,rypervenche,3
1412109,bflyblue,2
1414088,spwhitt,2
1415312,voidcontext,1
1417523,kubek2k,1
1420272,avieth,2
1420313,jrick,7
1421516,cariandrum22,1
1422583,hardselius,7
1422781,lostnet,13
1423612,loispostula,1
1424117,skeet70,1
1427254,devplayer0,1
1432730,benley,34
1433367,MarcFontaine,13
1434475,rossturk,3
1436960,hrdinka,6
1438690,chrispickard,2
1440852,i-am-logger,8
1443267,landorg,1
1443459,sheenobu,2
1443499,jgoux,9
1443609,eirikwitt,1
1446586,arkanoid87,1
1447020,lde,2
1447245,globin,72
1448113,jneem,3
1448923,ckauhaus,2
1449319,pacien,208
1449493,jhol,15
1449961,ogoid,4
1452440,acarrico,1
1454418,sjbodzo,3
1460403,arafangion,2
1462899,Drakonis,1
1469421,kinnison,4
1471395,robryk,26
1472826,maximsmol,2
1475583,Zebradil,5
1476338,v-ji,4
1476505,Dillonb,2
1476865,jigglycrumb,2
1479486,st3iny,1
1479555,schmittlauch,31
1481027,glittershark,2
1481268,pg83,1
1482768,asbachb,50
1486626,versality,1
1486805,toonn,191
1488603,netixx,1
1489775,plietar,2
1491252,sshilovsky,3
1497212,Lederstrumpf,1
1499810,zlepper,7
1505378,alex-courtis,2
1508181,lmeunier,5
1512913,wraithm,3
1515419,opsroller,1
1516457,calbrecht,2
1516985,geluk,4
1517066,acairncross,4
1518299,JoeDupuis,4
1519747,kubkon,1
1521126,pbrogan12,3
1522773,LaszloGombos,1
1523104,lucperkins,46
1523292,XBagon,9
1525551,jwoudenberg,7
1525683,sheevy,2
1525767,vaibhavsagar,4
1529052,jvanbruegge,93
1530244,erratic-pattern,1
1532269,qsimpleq,2
1533244,ThatLurker,3
1536838,jbgosselin,21
1538607,kyren,4
1538622,OmnipotentEntity,17
1542224,Qyriad,11
1544760,dritter,62
1545895,tensor5,15
1550265,idontgetoutmuch,3
1550763,wmeints,1
1552267,Alexnortung,50
1552853,tazjin,18
1553464,noamraph,40
1553581,jrobsonchase,9
1556683,christian-burger,1
1557253,zebreus,25
1564252,Dekker1,1
1565930,vivlim,1
1565989,Toboi,2
1567527,SEbbaDK,1
1568087,thinkrapido,1
1570926,twadleigh,1
1570964,rhendric,119
1572058,leonardoce,1
1575834,michaeladler,158
1576598,autra,60
1576660,pingiun,9
1577132,hartwork,8
1583343,hyqhyq3,8
1583484,erosennin,4
1588935,rinx,5
1592375,hufman,11
1595132,womfoo,9
1595907,carlthome,23
1597330,lromor,8
1601039,terrorbyte,3
1601168,afrepues,8
1607770,ulrikstrid,162
1608697,jensbin,8
1613675,ARizzo35,2
1614945,ritave,1
1616386,janisz,1
1618009,abread,6
1618343,fogti,23
1621930,kamilchm,2
1622250,Aehmlo,1
1623826,bscubed,1
1624253,MadnessASAP,1
1627302,balacij,2
1627482,tstat,1
1631166,TheNeikos,8
1631737,medv,4
1633361,firefly-cpp,42
1634990,thomasjm,108
1638690,ipetkov,28
1639083,johnjameswhitman,6
1640697,phile314,4
1640719,fiksn,2
1640900,KyleOndy,5
1641042,justuswilhelm,2
1643293,lukateras,2
1645646,Zocker1999NET,10
1646744,denbeigh2000,3
1651325,maralorn,1955
1657498,jkarni,4
1662219,autc04,1
1663259,joepie91,3
1665818,nichtsfrei,2
1672874,ivanbrennan,12
1675190,Prillan,17
1678126,malbarbo,8
1680079,lesteve,1
1682194,scotttrinh,2
1682954,fliiiix,12
1683332,bnavetta,1
1684013,phicyclist,2
1684211,jhvst,1
1685403,GeoffreyFrogeye,3
1689801,chekoopa,3
1690450,sivizius,7
1690697,refi64,7
1692490,yellowhat,5
1694986,ofalvai,147
1697444,stusmall,1
1699466,michaelpj,5
1700346,mzhang28,0
1703002,samip5,1
1706418,dstengele,2
1707779,crertel,32
1708197,j2ghz,6
1709273,marmolak,3
1711539,matklad,5
1713819,benwaffle,1
1714287,414owen,7
1718963,wiktor-k,2
1719781,pinpox,125
1725081,rgarza,1
1727140,kuzzmi,1
1729331,martinetd,112
1729497,kouyk,74
1730718,kayhide,1
1731279,s-ol,2
1731537,shelvacu,13
1732289,iwanders,5
1733846,tylerjl,20
1736138,cococolanosugar,1
1739784,JZL,1
1740337,costrouc,1
1746471,fmoda3,5
1747498,tomcumming,1
1748936,PaulGrandperrin,5
1749762,jollheef,6
1751956,Stekke,3
1753348,MonsieurV,1
1753388,jcaesar,50
1754292,yurket,2
1755789,telotortium,3
1756811,niknetniko,13
1757910,yonghan,11
1757914,montchr,15
1758893,caryoscelus,2
1759360,tsheinen,1
1759390,Vilsol,2
1760581,7596ff,1
1761259,three,7
1761583,mvisonneau,4
1762540,changlinli,1
1765691,RRvW,1
1767581,BeiNacht,1
1769386,liamdiprose,2
1770139,twillingham,1
1771109,swflint,9
1771266,voanhduy1512,7
1771332,vlaci,47
1771772,neosimsim,13
1772064,zookatron,3
1774125,rbreslow,5
1774239,charlieegan3,8
1775352,skyfmmf,4
1776440,edman,1
1776903,mirrexagon,5
1777663,ajeetdsouza,1
1778670,khaneliman,928
1779595,dcbaker,2
1779619,SoniEx2,3
1780588,malt3,25
1783085,DiGMi,3
1783098,Chais,4
1785925,vcunat,48212
1786438,jonas-schievink,2
1788114,megheaiulian,10
1788628,pandaman64,1
1792886,JulienMalka,97
1798101,pbek,47
1798307,calliecameron,1
1798943,otherjason,3
1804871,dxops,10
1809198,NULLx76,29
1812566,brynedwards,1
1817528,iopq,8
1820447,yrd,25
1828822,nakato,4
1829286,digitalrane,5
1829294,steve-chavez,1
1830959,piperswe,14
1837725,LorenzBischof,2
1839979,nthorne,1
1841652,jangdan,2
1843197,jackwilsdon,25
1844746,AndrewKvalheim,41
1847524,evanjs,21
1848064,nowittynamesleft,9
1851962,galenhuntington,5
1856269,boeyms,14
1857338,kaii-zen,16
1857414,ohAitch,2
1858154,starcraft66,34
1859691,nek0,8
1863379,Saeverix,3
1866448,yurrriq,54
1867189,John-Colvin,2
1874242,dotboris,4
1877962,hlopezvg,1
1878840,gmemstr,22
1879746,leon-barrett,4
1882000,GuillaumeDesforges,20
1882250,mahkoh,1
1883533,gador,452
1891350,7c6f434c,64
1899200,mhwombat,17
1899654,zarkone,1
1901799,Taneb,7
1903418,KoviRobi,22
1903556,hmenke,74
1904165,AluisioASG,9
1904898,kadaan,1
1911807,Riyyi,1
1913876,markusscherer,5
1915507,jbhoot,26
1918683,CorbanR,3
1918771,jpdoyle,1
1923309,henkery,4
1926905,mdlayher,21
1927188,karolchmist,2
1927254,Xiami2012,5
1939855,suominen,7
1940568,sebbel,3
1940652,spacekitteh,9
1949438,guillaumematheron,4
1951054,omidmnz,2
1952914,flemzord,3
1957293,cransom,6
1960413,evilbulgarian,2
1961699,rumpelsepp,4
1962985,xworld21,291
1964655,ghisvail,6
1965782,toraritte,11
1965835,nesteroff,2
1965950,dpausp,25
1966320,a1994sc,2
1973649,theneosloth,1
1982341,jcumming,14
1982766,svenz,1
1983821,typetetris,9
1986844,wd15,9
1988485,randomnetcat,1
1990394,FjolleJagt,1
1997638,dotmobo,3
1998723,CheariX,3
2008875,michielboekhoff,6
2016135,caffineehacker,2
2018890,Halbaroth,3
2023546,willbush,59
2025623,dwarfmaster,4
2027430,mattkang,4
2027877,Bert-Proesmans,6
2027925,Tombert,6
2032823,DGollings,5
2034420,lasandell,6
2040179,clement-roblot,1
2042030,mawis,2
2043497,anna-oake,1
2047951,andr1an,2
2048635,Freakmiko,1
2049163,SiriusStarr,2
2049686,sestrella,3
2051507,Hyzual,5
2051572,CircuitCoder,3
2054509,cgevans,1
2055068,scottbot95,7
2058614,J3RN,1
2060836,starkca90,2
2062166,akgrant43,12
2066508,Nervengift,1
2071575,adamcstephens,736
2071583,bhipple,4
2072185,mpscholten,58
2075353,mattpolzin,82
2083950,Congee,17
2084639,tennox,21
2085567,aneeshusa,9
2090758,hyshka,4
2093941,astsmtl,3
2095449,dairyisscary,12
2096594,Dietr1ch,2
2099774,0xSbock,1
2101211,DaGenix,17
2119212,jsoref,1
2120966,t-chab,3
2125828,traverseda,2
2127318,celestefox,1
2129135,FRidh,541
2130305,turboMaCk,25
2131991,cizra,3
2135469,flacks,4
2141853,Qusic,13
2147649,euank,67
2151333,piotrkwiecinski,185
2157287,Sohalt,49
2162021,rhysmdnz,40
2163805,Linschlager,8
2164118,tobiasBora,36
2171995,thillux,117
2174084,chmanie,2
2179547,CalebJohn,2
2180070,jamborm,1
2186188,kennyballou,5
2187261,jboynyc,13
2189609,zhaofengli,247
2192042,hakujin,3
2195834,jluttine,4
2209490,johnbcoughlin,2
2212681,jakubgs,24
2215838,ericthomasca,1
2217181,thenonameguy,11
2227028,afreakk,8
2230917,norpol,1
2253428,dghubble,2
2255192,wahjava,234
2266817,Gipphe,1
2268851,x3rAx,8
2271467,w4tsn,1
2271762,Tasqa,4
2271906,gauravjuvekar,1
2280539,sondr3,1
2287221,Nebucatnetzer,14
2291571,diegobfernandez,3
2298856,datastory,1
2299951,pietroalbini,4
2300709,toXel,2
2306085,wfdewith,22
2308444,jmgilman,6
2309868,luochen1990,20
2310568,Julow,49
2312534,AnatolyPopov,11
2313201,aidalgol,152
2316641,StefanoDeVuono,4
2318843,aciceri,38
2321218,genomematt,4
2321672,MakiseKurisu,16
2324630,chrpinedo,3
2326560,nmeum,2
2335377,def-,1
2335822,alexfmpe,164
2338339,wakira,5
2347889,sauyon,3
2355041,shassard,3
2358201,jesskay,4
2364742,rvnstn,2
2366731,Sytten,1
2371316,glenn-m,3
2374245,donovanglover,177
2379774,buckley310,97
2380692,cursedquail,2
2384578,jayay,2
2385506,hhoeflin,1
2387841,alexbakker,10
2389333,tckmn,1
2397400,masoo,1
2404518,Necior,3
2405792,butzist,1
2412121,matshch,18
2416116,TheBenCollins,1
2418945,paroxp,2
2422454,kwohlfahrt,8
2422504,Masterkraft0r,1
2425983,isaacchua,1
2440581,CRTified,13
2441328,altsalt,1
2453136,thblt,7
2454540,TRPB,1
2461951,akegalj,3
2466322,tristanpemble,1
2469618,junjihashimoto,17
2470864,TuxCoder,3
2472678,ldesgoui,3
2472944,mattiascockburn,1
2477952,applejag,6
2486026,LucaFulchir,3
2487922,Lucus16,23
2488926,dfrankland,1
2489598,fleaz,30
2495125,MarkusZoppelt,1
2498805,rhelmot,381
2502060,usrfriendly,1
2502736,jhillyerd,2
2507744,rkoe,1
2512008,evenbrenden,8
2526260,urandom2,113
2526296,abustany,3
2529595,ZJvandeWeg,1
2530548,AaronVerDow,9
2536303,elohmeier,101
2537737,satabin,1
2544204,eskytthe,8
2545850,zeuner,34
2546805,fazo96,1
2548365,abathur,233
2551444,marzipankaiser,1
2563682,astutecat,1
2564003,deejayem,35
2570854,jacg,37
2582071,jonasnick,17
2582617,freyacodes,10
2588851,jansol,103
2590830,neonfuz,7
2592640,grindhold,8
2597803,MMesch,18
2600039,spencerjanssen,2
2611789,kit-ty-kate,2
2612464,vbgl,1672
2617961,onvik,3
2631925,jktjkt,1
2634059,hrajchert,1
2637143,robsears,1
2641205,sixhobbits,1
2646558,jacobgreenleaf,2
2647236,Pamplemousse,34
2647566,bzizou,40
2649467,ribose-jeffreylau,8
2663216,erdnaxe,131
2665074,noughtmare,1
2666479,SuperBo,1
2666849,senorsmile,5
2675694,alcarney,1
2682937,ratson,1
2689338,dmadisetti,9
2694381,abcsds,3
2695644,cgutman,1
2706884,ink-splatters,2
2716069,jhrcek,1
2717397,r-k-b,3
2719022,JamesDuncanNz,1
2729515,dbdr,1
2730968,Princemachiavelli,30
2730998,0xr0bert,1
2733215,bakito,2
2745737,mdavezac,1
2746374,EdenEast,7
2746852,sehqlr,1
2748721,Assistant,14
2756925,Duckle29,4
2757302,h0nIg,12
2761682,Dettorer,15
2766060,madsbv,1
2768870,alyssais,2662
2772730,jcelerier,3
2772755,xabufr,4
2773080,ironicbadger,3
2780577,fridtjof,1
2789926,i077,4
2790463,snkgak,1
2792697,Jdogzz,9
2796271,jeyemwey,2
2798728,starsep,12
2804556,usagi-flow,1
2805834,greaka,13
2806167,iainvm,1
2806307,badele,4
2814259,burgerdev,1
2817565,rnhmjoj,494
2818072,dramforever,18
2818781,robwhitaker,8
2821175,implr,2
2822871,alistairbill,1
2825204,spease,1
2843450,b-m-f,3
2845239,TimPut,1
2856188,tbidne,6
2857607,TarCV,4
2862815,remyvv,3
2863729,yangsheng6810,1
2873280,anton-dessiatov,1
2873785,TheTumultuousUnicornOfDarkness,2
2881049,cmspam,3
2881268,jhollowe,2
2881922,fstamour,1
2889664,eth3lbert,7
2890634,Anduh,1
2894019,mpcsh,1
2904297,c-14,1
2906673,gracicot,17
2914269,malob,418
2918873,neheb,1
2920893,eliasvasylenko,2
2924482,caspervk,1
2938071,Green-Sky,1
2943605,kurnevsky,25
2947276,leiserfg,29
2960312,rski,36
2971615,mbrgm,1
2988780,tembleking,6
2990010,ghpu,2
2990492,StephenWithPH,9
2993917,selfuryon,12
2996388,Lazersmoke,1
2997905,phodina,16
2998834,b-rodrigues,244
2999202,JTarasovic,3
3000173,mtelka,1
3000933,shlok,7
3005958,okpedersen,2
3017212,AlexSKaye,2
3027227,stepanstipl,1
3030950,Abdillah,1
3035587,wkordalski,1
3044438,m1cr0man,21
3048933,kevinboulain,3
3049011,fasheng,1
3052455,darichey,2
3053067,tmcl,3
3058208,kittydoor,1
3059397,KiaraGrouwstra,26
3060163,jackoe,1
3065381,wlcx,35
3072149,dunxen,10
3073833,mredaelli,6
3074260,patryk4815,18
3077118,corngood,473
3081769,kimat,6
3083278,ddz,3
3086255,chiroptical,34
3090424,Majsvaffla,1
3098430,milibopp,15
3103188,Cnly,1
3109144,unixzii,2
3110616,ZakKemble,1
3129530,mwestphal,1
3131232,gkze,1
3138005,Smaug123,13
3139724,matteo-pacini,136
3143235,EduRenesto,1
3144357,tebowy,2
3150399,oatberry,1
3153638,Profpatsch,83
3154475,sternenseemann,4543
3159881,hesiod,39
3164917,ollieh,1
3170771,jovandeginste,2
3170853,UnsolvedCypher,3
3180910,therealpxc,1
3186847,Michael-J-Ward,2
3186857,DPDmancul,5
3187948,aymanbagabas,3
3192959,bennofs,8
3208498,JohnJohnstone,2
3212452,CameronNemo,4
3217744,ggPeti,5
3218705,enockseth,5
3221521,Endle,7
3226995,rien,2
3229981,bonsairobo,2
3236302,malte-christian,8
3267697,jrpotter,3
3268082,ThibautMarty,8
3269878,mimame,21
3277097,0xcaff,7
3280280,ryneeverett,5
3287933,knedlsepp,15
3288058,cbourjau,18
3296591,likeon,2
3299086,antoineco,6
3301383,louib,4
3314105,sg2002,5
3314323,felschr,209
3331648,acaloiaro,2
3336306,MarekPasnikowski,16
3343403,simonhollingshead,35
3356380,weeezes,1
3358866,tehmatt,7
3359345,obadz,3
3359816,nathanscully,1
3369034,basile-henry,1
3370617,jupblb,9
3371635,softinio,6
3373136,afontaine,5
3375795,jkerfs,1
3380474,exlee,1
3383210,PawelLipski,4
3390885,bartsch,3
3392199,cmacrae,2
3394862,nichtsundniemand,2
3395477,Patryk27,28
3398608,mapperfr,2
3400690,hughobrien,42
3413119,Vonfry,273
3413482,awarrenlove,1
3417013,4ever2,11
3417174,SMFloris,2
3422442,eqyiel,1
3425311,nlewo,20
3438604,storvik,6
3445290,dongcarl,1
3449926,zarelit,1
3465841,bosu,1
3471749,avdv,89
3475150,PetarKirov,3
3477497,cohei,3
3481284,axeltlarsson,2
3483663,amy-keibler,2
3490861,mikroskeem,51
3494992,nazarewk,33
3502765,keanuk,5
3502831,mpoquet,7
3506273,testplayername,1
3506793,mjlshen,1
3512122,theCapypara,19
3512803,romain-neil,1
3513222,ein-shved,14
3517225,yelite,3
3521180,NorfairKing,12
3526303,dvdkon,1
3533655,sauricat,1
3537081,mjmaurer,4
3539706,mfeliu,1
3541546,micked,3
3542252,jeeger,1
3575167,busti,1
3578382,volfyd,2
3579600,majiru,53
3593851,jonascarpay,5
3598562,alex-ameen,41
3598650,Scriptkiddi,69
3605394,alan-strohm,4
3611337,Pizmovc,2
3611446,SEIAROTg,4
3612514,olmokramer,11
3613180,tribals,2
3618457,BenChand,4
3621083,roosemberth,18
3637265,woutdp,3
3661115,iblech,40
3662307,bmanuel,9
3662816,8573,1
3665886,jljox,6
3674056,masaeedu,1
3679678,axelf4,3
3679927,jackkav,1
3680302,juliosueiras,1
3685154,GiggleSquid,16
3698237,ImUrX,4
3703100,sertel,18
3708689,robertodr,10
3711047,anchpop,1
3712883,w3irdrobot,2
3714501,olafklingt,110
3714905,dasisdormax,7
3717454,lucasbergman,10
3718120,portothree,1
3718398,galexrt,1
3735202,mm--,3
3738652,alekswn,2
3742502,tymscar,3
3744856,Airradda,6
3746656,hypevhs,5
3747270,jonnyniv,1
3747318,ruro,20
3753178,njaremko,2
3758493,isti115,4
3758998,notalltim,4
3764103,lobre,1
3764592,raehik,16
3767601,xofyarg,1
3769324,mfsch,2
3788421,Slabity,2
3789764,skykanin,11
3799330,timokau,9
3802620,j0hax,54
3806110,tjni,1592
3808928,andsild,4
3811900,Cynerd,32
3816165,alexghr,1
3817566,kallistoteles,1
3819225,nbr,1
3821535,puetzk,7
3821575,tnytown,4
3823744,shortcord,2
